geometry
"POLYGON ((4.64663 52.26618, 4.6495812704125425 52.26618, 4.6495812704125425 52.2679818018018, 4.64663 52.2679818018018, 4.64663 52.26618))"
"POLYGON ((5.124735806831886 52.26618, 5.1276870772444285 52.26618, 5.1276870772444285 52.2679818018018, 5.124735806831886 52.2679818018018, 5.124735806831886 52.26618))"
"POLYGON ((5.1276870772444285 52.26618, 5.130638347656971 52.26618, 5.130638347656971 52.2679818018018, 5.1276870772444285 52.2679818018018, 5.1276870772444285 52.26618))"
"POLYGON ((5.130638347656971 52.26618, 5.1335896180695135 52.26618, 5.1335896180695135 52.2679818018018, 5.130638347656971 52.2679818018018, 5.130638347656971 52.26618))"
"POLYGON ((5.1335896180695135 52.26618, 5.136540888482056 52.26618, 5.136540888482056 52.2679818018018, 5.1335896180695135 52.2679818018018, 5.1335896180695135 52.26618))"
"POLYGON ((5.136540888482056 52.26618, 5.1394921588945985 52.26618, 5.1394921588945985 52.2679818018018, 5.136540888482056 52.2679818018018, 5.136540888482056 52.26618))"
"POLYGON ((5.1394921588945985 52.26618, 5.142443429307141 52.26618, 5.142443429307141 52.2679818018018, 5.1394921588945985 52.2679818018018, 5.1394921588945985 52.26618))"
"POLYGON ((5.142443429307141 52.26618, 5.1453946997196836 52.26618, 5.1453946997196836 52.2679818018018, 5.142443429307141 52.2679818018018, 5.142443429307141 52.26618))"
"POLYGON ((5.1453946997196836 52.26618, 5.148345970132226 52.26618, 5.148345970132226 52.2679818018018, 5.1453946997196836 52.2679818018018, 5.1453946997196836 52.26618))"
"POLYGON ((5.148345970132226 52.26618, 5.151297240544769 52.26618, 5.151297240544769 52.2679818018018, 5.148345970132226 52.2679818018018, 5.148345970132226 52.26618))"
"POLYGON ((4.64663 52.2679818018018, 4.6495812704125425 52.2679818018018, 4.6495812704125425 52.26978360360361, 4.64663 52.26978360360361, 4.64663 52.2679818018018))"
"POLYGON ((4.6495812704125425 52.2679818018018, 4.652532540825085 52.2679818018018, 4.652532540825085 52.26978360360361, 4.6495812704125425 52.26978360360361, 4.6495812704125425 52.2679818018018))"
"POLYGON ((4.652532540825085 52.2679818018018, 4.655483811237628 52.2679818018018, 4.655483811237628 52.26978360360361, 4.652532540825085 52.26978360360361, 4.652532540825085 52.2679818018018))"
"POLYGON ((4.655483811237628 52.2679818018018, 4.65843508165017 52.2679818018018, 4.65843508165017 52.26978360360361, 4.655483811237628 52.26978360360361, 4.655483811237628 52.2679818018018))"
"POLYGON ((4.65843508165017 52.2679818018018, 4.661386352062713 52.2679818018018, 4.661386352062713 52.26978360360361, 4.65843508165017 52.26978360360361, 4.65843508165017 52.2679818018018))"
"POLYGON ((4.661386352062713 52.2679818018018, 4.664337622475255 52.2679818018018, 4.664337622475255 52.26978360360361, 4.661386352062713 52.26978360360361, 4.661386352062713 52.2679818018018))"
"POLYGON ((4.664337622475255 52.2679818018018, 4.667288892887798 52.2679818018018, 4.667288892887798 52.26978360360361, 4.664337622475255 52.26978360360361, 4.664337622475255 52.2679818018018))"
"POLYGON ((4.667288892887798 52.2679818018018, 4.67024016330034 52.2679818018018, 4.67024016330034 52.26978360360361, 4.667288892887798 52.26978360360361, 4.667288892887798 52.2679818018018))"
"POLYGON ((4.67024016330034 52.2679818018018, 4.673191433712883 52.2679818018018, 4.673191433712883 52.26978360360361, 4.67024016330034 52.26978360360361, 4.67024016330034 52.2679818018018))"
"POLYGON ((4.673191433712883 52.2679818018018, 4.676142704125425 52.2679818018018, 4.676142704125425 52.26978360360361, 4.673191433712883 52.26978360360361, 4.673191433712883 52.2679818018018))"
"POLYGON ((4.676142704125425 52.2679818018018, 4.679093974537968 52.2679818018018, 4.679093974537968 52.26978360360361, 4.676142704125425 52.26978360360361, 4.676142704125425 52.2679818018018))"
"POLYGON ((4.679093974537968 52.2679818018018, 4.68204524495051 52.2679818018018, 4.68204524495051 52.26978360360361, 4.679093974537968 52.26978360360361, 4.679093974537968 52.2679818018018))"
"POLYGON ((4.68204524495051 52.2679818018018, 4.684996515363053 52.2679818018018, 4.684996515363053 52.26978360360361, 4.68204524495051 52.26978360360361, 4.68204524495051 52.2679818018018))"
"POLYGON ((4.684996515363053 52.2679818018018, 4.687947785775595 52.2679818018018, 4.687947785775595 52.26978360360361, 4.684996515363053 52.26978360360361, 4.684996515363053 52.2679818018018))"
"POLYGON ((4.687947785775595 52.2679818018018, 4.690899056188138 52.2679818018018, 4.690899056188138 52.26978360360361, 4.687947785775595 52.26978360360361, 4.687947785775595 52.2679818018018))"
"POLYGON ((4.690899056188138 52.2679818018018, 4.69385032660068 52.2679818018018, 4.69385032660068 52.26978360360361, 4.690899056188138 52.26978360360361, 4.690899056188138 52.2679818018018))"
"POLYGON ((4.69385032660068 52.2679818018018, 4.696801597013223 52.2679818018018, 4.696801597013223 52.26978360360361, 4.69385032660068 52.26978360360361, 4.69385032660068 52.2679818018018))"
"POLYGON ((4.696801597013223 52.2679818018018, 4.699752867425765 52.2679818018018, 4.699752867425765 52.26978360360361, 4.696801597013223 52.26978360360361, 4.696801597013223 52.2679818018018))"
"POLYGON ((4.699752867425765 52.2679818018018, 4.702704137838308 52.2679818018018, 4.702704137838308 52.26978360360361, 4.699752867425765 52.26978360360361, 4.699752867425765 52.2679818018018))"
"POLYGON ((4.702704137838308 52.2679818018018, 4.70565540825085 52.2679818018018, 4.70565540825085 52.26978360360361, 4.702704137838308 52.26978360360361, 4.702704137838308 52.2679818018018))"
"POLYGON ((4.70565540825085 52.2679818018018, 4.708606678663393 52.2679818018018, 4.708606678663393 52.26978360360361, 4.70565540825085 52.26978360360361, 4.70565540825085 52.2679818018018))"
"POLYGON ((4.708606678663393 52.2679818018018, 4.711557949075935 52.2679818018018, 4.711557949075935 52.26978360360361, 4.708606678663393 52.26978360360361, 4.708606678663393 52.2679818018018))"
"POLYGON ((4.711557949075935 52.2679818018018, 4.714509219488478 52.2679818018018, 4.714509219488478 52.26978360360361, 4.711557949075935 52.26978360360361, 4.711557949075935 52.2679818018018))"
"POLYGON ((4.714509219488478 52.2679818018018, 4.71746048990102 52.2679818018018, 4.71746048990102 52.26978360360361, 4.714509219488478 52.26978360360361, 4.714509219488478 52.2679818018018))"
"POLYGON ((4.71746048990102 52.2679818018018, 4.720411760313563 52.2679818018018, 4.720411760313563 52.26978360360361, 4.71746048990102 52.26978360360361, 4.71746048990102 52.2679818018018))"
"POLYGON ((4.720411760313563 52.2679818018018, 4.723363030726105 52.2679818018018, 4.723363030726105 52.26978360360361, 4.720411760313563 52.26978360360361, 4.720411760313563 52.2679818018018))"
"POLYGON ((4.723363030726105 52.2679818018018, 4.726314301138648 52.2679818018018, 4.726314301138648 52.26978360360361, 4.723363030726105 52.26978360360361, 4.723363030726105 52.2679818018018))"
"POLYGON ((4.726314301138648 52.2679818018018, 4.72926557155119 52.2679818018018, 4.72926557155119 52.26978360360361, 4.726314301138648 52.26978360360361, 4.726314301138648 52.2679818018018))"
"POLYGON ((4.72926557155119 52.2679818018018, 4.732216841963733 52.2679818018018, 4.732216841963733 52.26978360360361, 4.72926557155119 52.26978360360361, 4.72926557155119 52.2679818018018))"
"POLYGON ((4.732216841963733 52.2679818018018, 4.735168112376275 52.2679818018018, 4.735168112376275 52.26978360360361, 4.732216841963733 52.26978360360361, 4.732216841963733 52.2679818018018))"
"POLYGON ((4.735168112376275 52.2679818018018, 4.738119382788818 52.2679818018018, 4.738119382788818 52.26978360360361, 4.735168112376275 52.26978360360361, 4.735168112376275 52.2679818018018))"
"POLYGON ((4.738119382788818 52.2679818018018, 4.74107065320136 52.2679818018018, 4.74107065320136 52.26978360360361, 4.738119382788818 52.26978360360361, 4.738119382788818 52.2679818018018))"
"POLYGON ((4.74107065320136 52.2679818018018, 4.744021923613903 52.2679818018018, 4.744021923613903 52.26978360360361, 4.74107065320136 52.26978360360361, 4.74107065320136 52.2679818018018))"
"POLYGON ((4.744021923613903 52.2679818018018, 4.746973194026445 52.2679818018018, 4.746973194026445 52.26978360360361, 4.744021923613903 52.26978360360361, 4.744021923613903 52.2679818018018))"
"POLYGON ((4.746973194026445 52.2679818018018, 4.749924464438988 52.2679818018018, 4.749924464438988 52.26978360360361, 4.746973194026445 52.26978360360361, 4.746973194026445 52.2679818018018))"
"POLYGON ((4.749924464438988 52.2679818018018, 4.75287573485153 52.2679818018018, 4.75287573485153 52.26978360360361, 4.749924464438988 52.26978360360361, 4.749924464438988 52.2679818018018))"
"POLYGON ((4.75287573485153 52.2679818018018, 4.755827005264073 52.2679818018018, 4.755827005264073 52.26978360360361, 4.75287573485153 52.26978360360361, 4.75287573485153 52.2679818018018))"
"POLYGON ((4.755827005264073 52.2679818018018, 4.758778275676615 52.2679818018018, 4.758778275676615 52.26978360360361, 4.755827005264073 52.26978360360361, 4.755827005264073 52.2679818018018))"
"POLYGON ((4.758778275676615 52.2679818018018, 4.761729546089158 52.2679818018018, 4.761729546089158 52.26978360360361, 4.758778275676615 52.26978360360361, 4.758778275676615 52.2679818018018))"
"POLYGON ((4.761729546089158 52.2679818018018, 4.7646808165017 52.2679818018018, 4.7646808165017 52.26978360360361, 4.761729546089158 52.26978360360361, 4.761729546089158 52.2679818018018))"
"POLYGON ((4.7646808165017 52.2679818018018, 4.767632086914243 52.2679818018018, 4.767632086914243 52.26978360360361, 4.7646808165017 52.26978360360361, 4.7646808165017 52.2679818018018))"
"POLYGON ((4.767632086914243 52.2679818018018, 4.770583357326785 52.2679818018018, 4.770583357326785 52.26978360360361, 4.767632086914243 52.26978360360361, 4.767632086914243 52.2679818018018))"
"POLYGON ((4.770583357326785 52.2679818018018, 4.773534627739328 52.2679818018018, 4.773534627739328 52.26978360360361, 4.770583357326785 52.26978360360361, 4.770583357326785 52.2679818018018))"
"POLYGON ((4.773534627739328 52.2679818018018, 4.77648589815187 52.2679818018018, 4.77648589815187 52.26978360360361, 4.773534627739328 52.26978360360361, 4.773534627739328 52.2679818018018))"
"POLYGON ((4.77648589815187 52.2679818018018, 4.779437168564413 52.2679818018018, 4.779437168564413 52.26978360360361, 4.77648589815187 52.26978360360361, 4.77648589815187 52.2679818018018))"
"POLYGON ((4.779437168564413 52.2679818018018, 4.782388438976955 52.2679818018018, 4.782388438976955 52.26978360360361, 4.779437168564413 52.26978360360361, 4.779437168564413 52.2679818018018))"
"POLYGON ((4.782388438976955 52.2679818018018, 4.785339709389498 52.2679818018018, 4.785339709389498 52.26978360360361, 4.782388438976955 52.26978360360361, 4.782388438976955 52.2679818018018))"
"POLYGON ((4.785339709389498 52.2679818018018, 4.78829097980204 52.2679818018018, 4.78829097980204 52.26978360360361, 4.785339709389498 52.26978360360361, 4.785339709389498 52.2679818018018))"
"POLYGON ((4.78829097980204 52.2679818018018, 4.791242250214583 52.2679818018018, 4.791242250214583 52.26978360360361, 4.78829097980204 52.26978360360361, 4.78829097980204 52.2679818018018))"
"POLYGON ((4.791242250214583 52.2679818018018, 4.794193520627125 52.2679818018018, 4.794193520627125 52.26978360360361, 4.791242250214583 52.26978360360361, 4.791242250214583 52.2679818018018))"
"POLYGON ((4.794193520627125 52.2679818018018, 4.797144791039668 52.2679818018018, 4.797144791039668 52.26978360360361, 4.794193520627125 52.26978360360361, 4.794193520627125 52.2679818018018))"
"POLYGON ((4.797144791039668 52.2679818018018, 4.80009606145221 52.2679818018018, 4.80009606145221 52.26978360360361, 4.797144791039668 52.26978360360361, 4.797144791039668 52.2679818018018))"
"POLYGON ((4.80009606145221 52.2679818018018, 4.803047331864753 52.2679818018018, 4.803047331864753 52.26978360360361, 4.80009606145221 52.26978360360361, 4.80009606145221 52.2679818018018))"
"POLYGON ((4.803047331864753 52.2679818018018, 4.805998602277295 52.2679818018018, 4.805998602277295 52.26978360360361, 4.803047331864753 52.26978360360361, 4.803047331864753 52.2679818018018))"
"POLYGON ((4.805998602277295 52.2679818018018, 4.808949872689838 52.2679818018018, 4.808949872689838 52.26978360360361, 4.805998602277295 52.26978360360361, 4.805998602277295 52.2679818018018))"
"POLYGON ((4.808949872689838 52.2679818018018, 4.81190114310238 52.2679818018018, 4.81190114310238 52.26978360360361, 4.808949872689838 52.26978360360361, 4.808949872689838 52.2679818018018))"
"POLYGON ((4.81190114310238 52.2679818018018, 4.814852413514923 52.2679818018018, 4.814852413514923 52.26978360360361, 4.81190114310238 52.26978360360361, 4.81190114310238 52.2679818018018))"
"POLYGON ((4.814852413514923 52.2679818018018, 4.817803683927465 52.2679818018018, 4.817803683927465 52.26978360360361, 4.814852413514923 52.26978360360361, 4.814852413514923 52.2679818018018))"
"POLYGON ((4.817803683927465 52.2679818018018, 4.820754954340008 52.2679818018018, 4.820754954340008 52.26978360360361, 4.817803683927465 52.26978360360361, 4.817803683927465 52.2679818018018))"
"POLYGON ((4.820754954340008 52.2679818018018, 4.82370622475255 52.2679818018018, 4.82370622475255 52.26978360360361, 4.820754954340008 52.26978360360361, 4.820754954340008 52.2679818018018))"
"POLYGON ((4.82370622475255 52.2679818018018, 4.826657495165093 52.2679818018018, 4.826657495165093 52.26978360360361, 4.82370622475255 52.26978360360361, 4.82370622475255 52.2679818018018))"
"POLYGON ((4.826657495165093 52.2679818018018, 4.829608765577635 52.2679818018018, 4.829608765577635 52.26978360360361, 4.826657495165093 52.26978360360361, 4.826657495165093 52.2679818018018))"
"POLYGON ((4.829608765577635 52.2679818018018, 4.832560035990178 52.2679818018018, 4.832560035990178 52.26978360360361, 4.829608765577635 52.26978360360361, 4.829608765577635 52.2679818018018))"
"POLYGON ((4.832560035990178 52.2679818018018, 4.83551130640272 52.2679818018018, 4.83551130640272 52.26978360360361, 4.832560035990178 52.26978360360361, 4.832560035990178 52.2679818018018))"
"POLYGON ((4.83551130640272 52.2679818018018, 4.838462576815263 52.2679818018018, 4.838462576815263 52.26978360360361, 4.83551130640272 52.26978360360361, 4.83551130640272 52.2679818018018))"
"POLYGON ((4.838462576815263 52.2679818018018, 4.841413847227805 52.2679818018018, 4.841413847227805 52.26978360360361, 4.838462576815263 52.26978360360361, 4.838462576815263 52.2679818018018))"
"POLYGON ((4.841413847227805 52.2679818018018, 4.844365117640348 52.2679818018018, 4.844365117640348 52.26978360360361, 4.841413847227805 52.26978360360361, 4.841413847227805 52.2679818018018))"
"POLYGON ((4.844365117640348 52.2679818018018, 4.8473163880528904 52.2679818018018, 4.8473163880528904 52.26978360360361, 4.844365117640348 52.26978360360361, 4.844365117640348 52.2679818018018))"
"POLYGON ((4.8473163880528904 52.2679818018018, 4.850267658465433 52.2679818018018, 4.850267658465433 52.26978360360361, 4.8473163880528904 52.26978360360361, 4.8473163880528904 52.2679818018018))"
"POLYGON ((4.850267658465433 52.2679818018018, 4.8532189288779755 52.2679818018018, 4.8532189288779755 52.26978360360361, 4.850267658465433 52.26978360360361, 4.850267658465433 52.2679818018018))"
"POLYGON ((4.8532189288779755 52.2679818018018, 4.856170199290518 52.2679818018018, 4.856170199290518 52.26978360360361, 4.8532189288779755 52.26978360360361, 4.8532189288779755 52.2679818018018))"
"POLYGON ((4.856170199290518 52.2679818018018, 4.8591214697030605 52.2679818018018, 4.8591214697030605 52.26978360360361, 4.856170199290518 52.26978360360361, 4.856170199290518 52.2679818018018))"
"POLYGON ((4.8591214697030605 52.2679818018018, 4.862072740115603 52.2679818018018, 4.862072740115603 52.26978360360361, 4.8591214697030605 52.26978360360361, 4.8591214697030605 52.2679818018018))"
"POLYGON ((4.862072740115603 52.2679818018018, 4.8650240105281455 52.2679818018018, 4.8650240105281455 52.26978360360361, 4.862072740115603 52.26978360360361, 4.862072740115603 52.2679818018018))"
"POLYGON ((4.8650240105281455 52.2679818018018, 4.867975280940688 52.2679818018018, 4.867975280940688 52.26978360360361, 4.8650240105281455 52.26978360360361, 4.8650240105281455 52.2679818018018))"
"POLYGON ((4.867975280940688 52.2679818018018, 4.8709265513532305 52.2679818018018, 4.8709265513532305 52.26978360360361, 4.867975280940688 52.26978360360361, 4.867975280940688 52.2679818018018))"
"POLYGON ((4.8709265513532305 52.2679818018018, 4.873877821765773 52.2679818018018, 4.873877821765773 52.26978360360361, 4.8709265513532305 52.26978360360361, 4.8709265513532305 52.2679818018018))"
"POLYGON ((4.873877821765773 52.2679818018018, 4.8768290921783155 52.2679818018018, 4.8768290921783155 52.26978360360361, 4.873877821765773 52.26978360360361, 4.873877821765773 52.2679818018018))"
"POLYGON ((4.8768290921783155 52.2679818018018, 4.879780362590858 52.2679818018018, 4.879780362590858 52.26978360360361, 4.8768290921783155 52.26978360360361, 4.8768290921783155 52.2679818018018))"
"POLYGON ((4.879780362590858 52.2679818018018, 4.8827316330034005 52.2679818018018, 4.8827316330034005 52.26978360360361, 4.879780362590858 52.26978360360361, 4.879780362590858 52.2679818018018))"
"POLYGON ((4.8827316330034005 52.2679818018018, 4.885682903415943 52.2679818018018, 4.885682903415943 52.26978360360361, 4.8827316330034005 52.26978360360361, 4.8827316330034005 52.2679818018018))"
"POLYGON ((4.885682903415943 52.2679818018018, 4.8886341738284855 52.2679818018018, 4.8886341738284855 52.26978360360361, 4.885682903415943 52.26978360360361, 4.885682903415943 52.2679818018018))"
"POLYGON ((4.8886341738284855 52.2679818018018, 4.891585444241028 52.2679818018018, 4.891585444241028 52.26978360360361, 4.8886341738284855 52.26978360360361, 4.8886341738284855 52.2679818018018))"
"POLYGON ((4.891585444241028 52.2679818018018, 4.8945367146535705 52.2679818018018, 4.8945367146535705 52.26978360360361, 4.891585444241028 52.26978360360361, 4.891585444241028 52.2679818018018))"
